,model,weight_g,weight_oz,OS,internal_memory,audio_jack,GPS,battery_mah,display_resolution_inches,screen_to_body_ratio_%,length_mm,width_mm,thickness_mm,GPU_new,brand_idx,GPS_new,primary_cam_MP,secondary_cam_MP,gprs,edge,sim,ppi,memory_card,battery_removable,indian_price,ram
223,One Touch Tab 7,350.0,12.35,1,4.0,1,0,3240.0,7.0,59.1,192.8,121.0,9.5,0,2,0,0.0,0.0,0.0,0.0,1,210,128,0,7404.000000000001,4
224,One Touch Tab 7 HD,350.0,12.35,1,8.0,1,1,3300.0,7.0,59.5,191.0,125.0,9.1,0,2,1,2.0,0.0,0.0,0.0,1,390,128,0,8144.400000000001,4
225,One Touch Idol Ultra,115.0,4.06,1,16.0,0,1,1800.0,4.65,64.7,134.4,68.5,6.5,5,2,1,8.0,1.3,1.0,1.0,1,410,128,0,19990.800000000003,6
226,One Touch Idol,109.0,3.84,1,4.0,1,1,1800.0,4.66,66.7,133.0,67.5,7.9,5,2,1,8.0,2.0,1.0,1.0,2,410,128,0,17029.2,6
227,One Touch T'Pop,118.0,4.16,1,512.0,1,1,1400.0,3.5,50.9,115.0,62.3,12.2,5,2,1,2.0,0.0,1.0,1.0,1,390,128,1,7404.000000000001,6
229,One Touch M'Pop,136.5,4.8,1,4.0,1,1,1400.0,4.0,58.6,121.5,64.0,11.8,5,2,1,5.0,0.0,1.0,1.0,2,225,128,1,10365.6,8
230,One Touch X'Pop,139.0,4.9,1,4.0,1,1,1800.0,4.5,62.7,131.0,68.0,10.9,5,2,1,5.0,0.0,1.0,1.0,1,225,128,1,11106.000000000002,4
231,One Touch Scribe HD-LTE,135.0,4.76,1,4.0,1,1,2500.0,5.0,63.8,144.0,75.0,8.7,5,2,1,8.0,1.3,1.0,1.0,1,210,128,1,25914.000000000004,6
233,One Touch Scribe HD,135.0,4.76,1,4.0,1,1,2500.0,5.0,63.8,144.0,75.0,8.5,5,2,1,8.0,0.0,1.0,1.0,1,225,128,1,16288.800000000001,4
235,OT-983,136.0,4.8,1,512.0,1,1,1300.0,3.5,52.2,114.5,61.0,12.5,0,2,1,3.15,0.0,1.0,1.0,1,225,128,1,3702.0000000000005,6
236,OT-997D,143.0,5.04,1,4.0,1,1,1800.0,4.3,59.6,129.8,68.0,11.0,5,2,1,8.0,0.0,1.0,1.0,2,410,128,1,20731.2,8
237,OT-997,143.0,5.04,1,4.0,1,1,1800.0,4.3,59.6,129.8,68.0,11.0,5,2,1,8.0,0.0,1.0,1.0,1,225,128,1,18510.0,6
240,OT-988 Shockwave,155.0,5.47,1,1.0,1,1,1400.0,3.5,46.1,119.9,66.0,13.7,0,2,1,3.15,0.0,0.0,0.0,1,225,128,1,28135.2,8
241,OT-993,150.0,5.29,1,3.0,1,1,1500.0,4.0,57.3,124.4,63.9,11.4,5,2,1,5.0,0.0,-99999.0,-99999.0,1,390,128,1,11106.000000000002,6
242,OT-903,114.0,4.02,1,150.0,1,1,1300.0,2.8,38.3,110.0,57.6,12.5,5,2,1,2.0,0.0,-99999.0,-99999.0,2,390,128,1,3702.0000000000005,8
243,OT-838,101.0,3.56,0,2.0,1,0,1000.0,2.4,25.4,115.0,61.0,12.5,0,2,0,2.0,0.0,-99999.0,-99999.0,1,210,128,1,4442.400000000001,6
244,OT-668,76.0,2.68,0,2.0,1,0,650.0,1.77,23.2,92.5,46.0,17.2,0,2,0,2.0,0.0,-99999.0,0.0,1,210,128,1,3702.0000000000005,8
247,OT-991,131.3,4.62,1,150.0,1,1,1500.0,4.0,57.4,122.0,68.0,10.8,5,2,1,3.15,0.0,-99999.0,-99999.0,1,225,128,1,9625.2,4
248,OT-916,126.0,4.44,1,150.0,1,1,1500.0,2.6,27.6,117.0,64.8,11.6,5,2,1,3.15,0.0,-99999.0,-99999.0,1,210,128,1,8884.800000000001,4
249,OT-720,93.0,3.28,0,2.0,1,0,1000.0,2.8,40.2,104.0,58.0,12.0,0,2,0,2.0,0.0,-99999.0,0.0,1,390,128,1,4442.400000000001,8
250,OT-902,103.2,3.63,0,50.0,1,0,1000.0,2.4,25.4,115.0,61.0,10.4,0,2,0,3.15,0.0,-99999.0,1.0,1,210,128,1,3702.0000000000005,6
254,OT-358,76.0,2.68,0,0.8,1,0,650.0,2.0,20.5,106.0,58.0,11.9,0,2,0,0.0,0.0,-99999.0,0.0,1,410,128,1,1480.8000000000002,4
258,OT-308,69.0,2.43,0,1.0,1,0,500.0,1.5,14.5,109.0,46.0,14.0,0,2,0,0.0,0.0,-99999.0,0.0,1,410,128,1,2221.2000000000003,4
263,OT-985,136.0,4.8,1,512.0,1,1,1300.0,3.5,50.9,116.0,61.8,12.5,5,2,1,3.15,0.0,-99999.0,-99999.0,1,225,128,1,8144.400000000001,8
264,OT-810D,93.8,3.28,0,70.0,1,0,850.0,2.4,36.4,70.0,70.0,16.8,0,2,0,2.0,0.0,-99999.0,-99999.0,2,410,128,1,4442.400000000001,8
267,OT-995,124.0,4.37,1,2.0,1,1,1500.0,4.3,60.5,128.0,68.0,9.8,1,2,1,5.0,0.0,-99999.0,-99999.0,1,410,128,1,16288.800000000001,6
268,OT-990,144.0,5.08,1,150.0,1,1,1300.0,3.5,50.6,116.0,62.2,12.2,0,2,1,5.0,0.0,-99999.0,-99999.0,1,390,128,1,8144.400000000001,4
271,OT-908,120.0,4.23,1,150.0,1,1,1300.0,2.8,38.5,110.0,57.4,12.4,0,2,1,2.0,0.0,-99999.0,-99999.0,1,225,128,1,5923.200000000001,4
275,OT-918,123.0,4.34,1,512.0,1,1,1300.0,3.2,46.5,112.0,58.6,12.1,5,2,1,3.15,0.0,-99999.0,-99999.0,1,390,128,1,7404.000000000001,8
276,OT-918D,123.0,4.34,1,512.0,1,1,1300.0,3.2,46.5,112.0,58.6,12.1,5,2,1,3.15,0.0,-99999.0,-99999.0,2,225,128,1,9625.2,4
278,OT-890,100.7,3.53,1,150.0,1,1,1000.0,2.8,38.1,110.0,58.0,12.6,0,2,1,2.0,0.0,-99999.0,-99999.0,1,390,128,1,5923.200000000001,8
307,OT-808,113.0,3.99,0,80.0,0,0,850.0,2.4,35.8,70.6,70.6,20.7,0,2,0,2.0,0.0,-99999.0,-99999.0,1,410,128,1,5182.8,8
308,OT-606 One Touch CHAT,109.2,3.84,0,4.0,1,0,670.0,2.2,27.0,109.0,51.0,16.5,0,2,0,0.0,0.0,-99999.0,0.0,1,225,128,1,2961.6000000000004,8
311,OT-710,85.0,3.0,0,3.5,1,0,850.0,2.83,41.1,103.0,58.6,12.9,0,2,0,2.0,0.0,-99999.0,-99999.0,1,410,128,1,3702.0000000000005,4
322,OT-806,105.0,3.7,0,70.0,1,0,850.0,2.8,34.7,118.5,59.0,12.2,0,2,0,2.0,0.0,-99999.0,-99999.0,1,390,128,1,11106.000000000002,8
331,OT-800 One Touch Tribe,103.0,3.63,0,20.0,0,0,850.0,2.2,23.2,111.0,58.2,13.9,0,2,0,2.0,0.0,-99999.0,-99999.0,1,225,128,1,10365.6,8
332,OT-708 One Touch MINI,82.0,2.89,0,5.0,0,0,750.0,2.4,35.5,96.0,52.4,14.6,0,2,0,1.3,0.0,-99999.0,0.0,1,210,128,1,9625.2,8
333,OT-660,82.0,2.89,0,10.0,0,0,750.0,1.8,23.4,94.3,46.2,19.4,0,2,0,1.3,0.0,-99999.0,0.0,1,390,128,1,3702.0000000000005,8
334,OT-383,73.0,2.57,0,2.0,0,0,650.0,1.8,24.9,91.0,45.0,19.2,0,2,0,0.0,0.0,-99999.0,0.0,1,225,128,1,2221.2000000000003,6
341,OT-363,73.0,2.57,0,2.0,0,0,650.0,1.8,25.3,90.5,44.5,19.6,0,2,0,0.0,0.0,-99999.0,0.0,1,390,128,1,3702.0000000000005,8
354,OT-V770,75.0,2.65,0,10.0,1,0,750.0,1.9,21.0,104.0,52.0,10.0,0,2,0,1.3,0.0,-99999.0,0.0,1,390,128,1,7404.000000000001,8
373,ELLE No 3,99.0,3.49,0,12.0,0,0,700.0,1.9,23.9,95.0,50.0,16.7,0,2,0,1.3,0.0,-99999.0,0.0,1,390,128,1,8884.800000000001,4
377,OT-C701,83.0,2.93,0,10.0,0,0,750.0,1.8,25.1,89.0,45.7,22.0,0,2,0,0.0,0.0,-99999.0,0.0,1,410,128,1,4442.400000000001,8
462,X4 Soul,167.5,5.93,1,64.0,1,1,3000.0,5.5,70.8,154.2,76.4,7.4,3,3,1,0.0,13.0,1.0,1.0,2,225,128,0,31096.800000000003,6
479,X3 Soul Pro,144.0,5.08,1,64.0,1,1,3000.0,5.5,72.2,154.3,74.9,7.0,3,3,1,16.0,8.0,1.0,1.0,2,410,128,0,33318.0,4
481,P8 Energy Pro,209.8,7.37,1,64.0,1,1,5020.0,6.0,76.0,160.9,81.2,8.4,3,3,1,13.0,5.0,-99999.0,-99999.0,2,210,128,0,31096.800000000003,8
485,X3 Soul,147.6,5.22,1,32.0,1,1,3150.0,5.5,73.6,151.9,74.6,6.9,3,3,1,13.0,5.0,1.0,1.0,2,210,128,0,22212.000000000004,8
486,X2 Soul Style + Platinum,128.0,4.52,1,16.0,1,1,2350.0,5.0,68.0,142.4,71.2,7.0,3,3,1,13.0,5.0,1.0,1.0,2,410,128,0,14808.000000000002,6
487,X2 Soul Style,128.0,4.52,1,16.0,1,1,2350.0,5.0,68.0,142.4,71.2,7.0,3,3,1,13.0,5.0,1.0,1.0,2,390,128,0,13327.2,8
488,X2 Soul Lite,137.0,4.83,1,16.0,1,1,2400.0,5.0,68.6,143.0,70.3,8.0,3,3,1,8.0,5.0,1.0,1.0,2,210,128,1,11846.400000000001,8
489,V2 Viper X+,155.3,5.47,1,16.0,1,1,3150.0,5.5,70.3,154.0,77.0,7.2,3,3,1,13.0,5.0,1.0,1.0,2,210,128,1,22212.000000000004,6
490,V2 Viper X,155.3,5.47,1,16.0,1,1,3150.0,5.5,70.3,154.0,77.0,7.2,3,3,1,13.0,5.0,1.0,1.0,2,210,128,1,18510.0,4
491,V2 Viper,143.0,5.04,1,16.0,1,1,2000.0,4.7,66.2,137.2,67.0,7.9,3,3,1,8.0,5.0,1.0,1.0,2,210,128,1,14808.000000000002,6
492,V2 Viper i,153.0,5.4,1,16.0,1,1,2000.0,5.0,66.8,143.3,72.0,8.9,3,3,1,5.0,2.0,1.0,1.0,2,390,128,1,8884.800000000001,6
493,P8 Energy mini,200.0,7.05,1,16.0,1,1,4000.0,5.0,66.8,143.3,72.0,8.9,3,3,1,8.0,5.0,1.0,1.0,2,410,128,1,12586.800000000001,4
494,P5 Pro,118.5,4.2,1,8.0,1,1,1700.0,4.5,60.7,136.0,67.6,9.3,3,3,1,5.0,0.0,1.0,1.0,2,225,128,1,9625.2,8
497,P6 Pro,154.0,5.43,1,8.0,1,1,3140.0,5.0,65.6,144.0,73.0,8.1,3,3,1,8.0,5.0,1.0,1.0,2,390,128,0,7404.000000000001,4
498,P8 Energy,212.0,7.48,1,16.0,1,1,6000.0,5.5,72.2,152.0,76.0,8.5,3,3,1,13.0,5.0,-99999.0,-99999.0,2,390,128,0,22212.000000000004,8
499,P5 Energy,156.5,5.54,1,16.0,1,1,4000.0,4.5,62.8,134.2,66.2,11.2,3,3,1,5.0,2.0,-99999.0,-99999.0,2,210,128,1,10365.6,6
500,E4,130.0,4.59,1,16.0,1,1,2100.0,5.0,69.8,140.7,70.2,8.6,3,3,1,13.0,5.0,-99999.0,-99999.0,2,390,128,1,17769.600000000002,8
502,E3 Living,135.5,4.8,1,8.0,1,1,1850.0,4.5,63.6,133.3,65.8,9.8,3,3,1,8.0,2.0,-99999.0,-99999.0,2,410,128,1,10365.6,8
516,X2 Xtreme,204.4,7.2,1,64.0,1,1,3500.0,6.0,73.8,164.0,82.0,9.6,5,3,1,24.0,8.0,1.0,1.0,2,225,128,0,36279.600000000006,4
518,C5 Smiley,118.5,4.2,1,4.0,1,1,1400.0,4.0,56.9,125.0,64.0,11.0,3,3,1,3.15,0.0,1.0,1.0,1,410,128,1,5923.200000000001,6
519,C6 Quad 4G,150.0,5.29,1,8.0,1,1,1800.0,4.5,61.7,134.5,67.2,9.7,3,3,1,5.0,0.0,1.0,1.0,1,410,128,1,10365.6,8
520,E2 Living,119.8,4.23,1,4.0,1,1,1350.0,4.0,59.0,124.6,61.9,9.5,3,3,1,3.15,0.0,1.0,1.0,2,210,128,1,6663.6,6
521,Twin X2,149.7,5.29,1,8.0,1,1,1920.0,5.0,70.1,140.3,70.1,8.0,3,3,1,8.0,2.0,1.0,1.0,2,410,128,0,17029.2,8
522,P7 Seon,146.4,5.15,1,8.0,1,1,2400.0,5.5,68.4,157.0,77.7,8.4,3,3,1,8.0,2.0,1.0,1.0,2,410,128,1,17029.2,6
524,X2 Soul Mini,97.0,3.42,1,16.0,1,1,2050.0,4.8,67.4,139.8,67.4,5.2,3,3,1,8.0,5.0,-99999.0,-99999.0,1,390,128,0,17029.2,6
525,Impera M,110.0,3.88,2,4.0,1,1,1420.0,4.0,57.7,122.5,64.4,9.9,1,3,1,5.0,0.0,1.0,1.0,2,390,128,1,6663.6,8
526,Impera S,156.2,5.5,2,8.0,1,1,2000.0,5.0,66.0,144.9,72.1,8.8,1,3,1,8.0,2.0,1.0,1.0,2,210,128,1,12586.800000000001,4
527,Impera i,98.9,3.46,2,8.0,1,1,1750.0,4.7,66.7,135.8,67.2,7.2,1,3,1,8.0,2.0,1.0,1.0,2,210,128,1,11846.400000000001,6
528,A6 Quad,118.7,4.2,1,4.0,1,1,1500.0,4.0,55.9,125.4,65.0,10.7,1,3,1,5.0,0.0,-99999.0,-99999.0,2,225,128,1,9625.2,6
529,X2 Soul,129.0,4.55,1,16.0,1,1,2300.0,5.0,67.8,145.1,70.1,5.6,3,3,1,13.0,5.0,-99999.0,-99999.0,1,410,128,0,25173.600000000002,4
530,P7 Xtreme,143.1,5.04,1,16.0,1,1,2200.0,4.7,65.7,139.7,66.3,8.5,3,3,1,13.0,0.0,-99999.0,-99999.0,2,225,128,0,21471.600000000002,4
531,X1 Xtreme,150.5,5.29,1,32.0,1,1,2500.0,5.5,73.8,150.6,75.0,9.7,1,3,1,16.0,8.0,-99999.0,-99999.0,1,410,128,0,34798.8,6
532,V1 Viper S,143.5,5.08,1,16.0,1,1,2500.0,5.0,66.7,144.0,71.8,8.9,1,3,1,13.0,5.0,-99999.0,-99999.0,2,225,128,1,22952.4,8
551,Viva H8,374.0,13.19,1,8.0,1,1,4000.0,7.9,71.2,200.0,135.7,7.9,5,3,1,5.0,2.0,1.0,1.0,1,390,128,0,14067.6,6
554,P6 Quad Plus,131.9,4.62,1,4.0,1,1,2100.0,4.65,63.1,135.0,70.0,8.6,5,3,1,8.0,1.0,-99999.0,-99999.0,2,390,128,1,16288.800000000001,6
557,X1 Soul Mini,147.7,5.19,1,16.0,1,1,3000.0,4.5,66.5,130.4,64.4,9.1,5,3,1,8.0,2.0,-99999.0,-99999.0,1,410,128,0,19990.800000000003,6
558,X1 Soul,129.4,4.55,1,32.0,1,1,2000.0,5.0,69.8,143.0,69.0,7.9,5,3,1,13.0,5.0,-99999.0,-99999.0,1,410,128,0,26654.4,4
560,A5 Duo,137.7,4.83,1,4.0,1,1,1700.0,4.0,56.1,126.0,64.4,11.5,3,3,1,3.15,0.0,-99999.0,-99999.0,2,390,128,1,7404.000000000001,8
561,H2 Qubo,142.0,5.01,1,4.0,1,1,1800.0,4.5,61.2,136.0,67.0,9.8,5,3,1,5.0,0.0,-99999.0,-99999.0,2,390,128,1,8884.800000000001,8
562,Viper i V1,143.0,5.04,1,8.0,1,1,1800.0,4.7,65.8,134.5,68.8,11.0,3,3,1,8.0,2.0,-99999.0,-99999.0,2,410,128,1,14808.000000000002,4
563,Viper V1,124.9,4.37,1,4.0,1,1,1800.0,4.7,64.7,137.5,68.4,7.9,5,3,1,8.0,2.0,-99999.0,-99999.0,2,225,128,1,17029.2,4
564,P5 Qmax,176.9,6.21,1,4.0,1,1,3000.0,5.3,69.3,153.0,73.0,9.9,5,3,1,8.0,1.0,-99999.0,-99999.0,2,210,128,1,17029.2,4
567,A4ALL,122.7,4.3,1,512.0,1,1,1500.0,3.5,51.2,115.0,62.0,12.2,5,3,1,2.0,0.0,-99999.0,-99999.0,2,390,128,1,5182.8,8
568,P5 Quad,140.7,4.94,1,4.0,1,1,2100.0,4.5,61.0,136.5,67.0,9.8,5,3,1,8.0,1.0,-99999.0,-99999.0,2,210,128,1,12586.800000000001,6
569,P6 Stony,131.3,4.62,1,4.0,1,1,2100.0,4.65,65.4,136.0,67.0,8.6,5,3,1,8.0,1.0,-99999.0,-99999.0,2,390,128,0,14808.000000000002,6
570,P4 Duo,118.4,4.16,1,4.0,1,1,1600.0,4.3,61.9,128.0,66.4,9.9,5,3,1,8.0,0.0,-99999.0,-99999.0,2,225,128,1,13327.2,6
571,P5 Mini,162.2,5.71,1,4.0,1,1,1700.0,3.95,58.1,125.0,64.0,11.2,5,3,1,3.15,0.0,-99999.0,-99999.0,2,225,128,1,6663.6,6
573,P4 AllDro,118.4,4.16,1,4.0,1,1,1600.0,4.3,61.9,127.2,66.8,9.8,5,3,1,8.0,0.0,-99999.0,-99999.0,2,210,128,1,14808.000000000002,6
574,P3 AllDro,135.5,4.76,1,512.0,1,1,1900.0,4.1,60.2,121.5,65.4,12.9,5,3,1,8.0,0.0,-99999.0,-99999.0,2,410,128,1,7404.000000000001,8
575,P2 AllDro,124.6,4.37,1,512.0,1,1,1400.0,3.5,51.5,116.0,61.0,12.8,5,3,1,5.0,0.0,1.0,1.0,2,225,128,1,5923.200000000001,8
585,Fire Phone,160.0,5.64,1,32.0,1,1,2400.0,4.7,65.8,139.2,66.5,8.9,1,4,1,13.0,2.1,1.0,1.0,1,390,128,0,11846.400000000001,8
651,iPhone 7 Plus,188.0,6.63,4,32.0,0,1,2900.0,5.5,67.7,158.2,77.9,7.3,5,5,1,0.0,7.0,1.0,1.0,1,210,128,0,66636.0,6
652,iPhone 7,138.0,4.87,4,32.0,0,1,1960.0,4.7,65.6,138.3,67.1,7.1,5,5,1,12.0,7.0,1.0,1.0,1,210,128,0,56270.4,6
654,iPhone SE,113.0,3.99,4,16.0,1,1,1624.0,4.0,60.8,123.8,58.6,7.6,5,5,1,12.0,1.2,1.0,1.0,1,225,128,0,32577.600000000002,8
655,iPhone 6s Plus,192.0,6.77,4,16.0,1,1,2750.0,5.5,67.7,158.2,77.9,7.3,5,5,1,12.0,5.0,1.0,1.0,1,210,128,0,55530.00000000001,6
656,iPhone 6s,143.0,5.04,4,16.0,1,1,1715.0,4.7,65.6,138.3,67.1,7.1,5,5,1,12.0,5.0,1.0,1.0,1,390,128,0,45904.8,4
667,iPhone 6 Plus,172.0,6.07,4,16.0,1,1,2915.0,5.5,67.8,158.1,77.8,7.1,5,5,1,8.0,1.2,1.0,1.0,1,390,128,0,51828.00000000001,4
668,iPhone 6,129.0,4.55,4,16.0,1,1,1810.0,4.7,65.8,138.1,67.0,6.9,5,5,1,8.0,1.2,1.0,1.0,1,225,128,0,39981.600000000006,4
671,iPhone 5s,112.0,3.95,4,16.0,1,1,1560.0,4.0,60.8,123.8,58.6,7.6,5,5,1,8.0,1.2,1.0,1.0,1,390,128,0,24433.2,4
673,iPad mini Wi-Fi,308.0,10.86,4,16.0,1,0,4490.0,7.9,71.7,200.0,134.7,7.2,5,5,0,5.0,1.2,0.0,0.0,1,225,128,0,14808.000000000002,8
674,iPad mini Wi-Fi + Cellular,312.0,11.01,4,16.0,1,1,4490.0,7.9,71.7,200.0,134.7,7.2,5,5,1,5.0,1.2,1.0,1.0,1,225,128,0,22212.000000000004,6
675,iPad 4 Wi-Fi,652.0,1.44,4,16.0,1,0,11560.0,9.7,65.1,241.2,185.7,9.4,5,5,0,5.0,1.2,0.0,0.0,1,225,128,0,25914.000000000004,8
676,iPad 4 Wi-Fi + Cellular,662.0,1.46,4,16.0,1,1,11560.0,9.7,65.1,241.2,185.7,9.4,5,5,1,5.0,1.2,1.0,1.0,1,410,128,0,37020.0,8
677,iPhone 5,112.0,3.95,4,16.0,1,1,1440.0,4.0,60.8,123.8,58.6,7.6,5,5,1,8.0,1.2,1.0,1.0,1,390,128,0,25173.600000000002,6
678,iPad 3 Wi-Fi + Cellular,662.0,1.46,4,16.0,1,1,11560.0,9.7,65.1,241.2,185.7,9.4,5,5,1,5.0,0.0,1.0,1.0,1,410,128,0,29616.000000000004,4
679,iPad 3 Wi-Fi,652.0,1.44,4,16.0,1,0,11560.0,9.7,65.1,241.2,185.7,9.4,5,5,0,5.0,0.0,0.0,0.0,1,225,128,0,21471.600000000002,6
680,iPhone 4s,140.0,4.94,4,8.0,1,1,1432.0,3.5,54.0,115.2,58.6,9.3,5,5,1,8.0,0.0,1.0,1.0,1,390,128,0,14067.6,6
681,iPad 2 Wi-Fi + 3G,607.0,1.34,4,16.0,1,1,6930.0,9.7,65.1,241.2,185.7,8.8,5,5,1,0.7,0.0,1.0,1.0,1,210,128,0,27394.800000000003,6
682,iPad 2 Wi-Fi,601.0,1.32,4,16.0,1,0,6930.0,9.7,65.1,241.2,185.7,8.8,5,5,0,0.7,0.0,0.0,0.0,1,225,128,0,14808.000000000002,8
683,iPad 2 CDMA,607.0,1.34,4,16.0,1,1,6930.0,9.7,65.1,241.2,185.7,8.8,5,5,1,0.7,0.0,0.0,0.0,1,390,128,0,14808.000000000002,8
684,iPhone 4,137.0,4.83,4,8.0,1,1,1420.0,3.5,54.0,115.2,58.6,9.3,5,5,1,5.0,0.0,-99999.0,-99999.0,1,225,128,0,14808.000000000002,4
685,iPhone 4 CDMA,137.0,4.83,4,16.0,1,1,1420.0,3.5,54.0,115.2,58.6,9.3,5,5,1,5.0,0.0,0.0,0.0,1,410,128,0,11106.000000000002,4
693,50 Graphite,160.0,5.64,1,16.0,1,1,2400.0,5.0,65.8,144.0,72.7,8.9,3,6,1,0.0,5.0,1.0,1.0,2,210,128,0,9625.2,4
696,Diamond 2 Plus,193.0,6.81,1,64.0,1,1,2950.0,5.5,76.2,148.3,73.8,8.3,3,6,1,20.7,8.0,1.0,1.0,2,410,128,0,18510.0,4
701,50d Helium 4G,154.0,5.43,1,8.0,1,1,2100.0,5.0,65.4,146.0,72.2,8.4,1,6,1,13.0,5.0,1.0,1.0,2,390,128,1,10365.6,6
702,50b Helium 4G,160.0,5.64,1,8.0,1,1,2000.0,5.0,66.5,145.0,71.5,9.0,1,6,1,8.0,2.0,1.0,1.0,2,410,128,1,11106.000000000002,6
703,50 Diamond,142.0,5.01,1,16.0,1,1,2700.0,5.0,67.4,146.0,70.4,8.0,1,6,1,16.0,8.0,1.0,1.0,2,210,128,0,14808.000000000002,6
709,64 Xenon,232.0,8.18,1,4.0,1,1,2800.0,6.4,73.0,170.7,90.6,9.3,3,6,1,8.0,2.0,1.0,1.0,2,390,128,1,17769.600000000002,8
710,50c Oxygen,140.0,4.94,1,8.0,1,1,2000.0,5.0,68.1,145.0,69.8,7.6,3,6,1,8.0,2.0,1.0,1.0,2,210,128,1,17769.600000000002,8
711,40b Titanium,115.0,4.06,1,4.0,1,1,1400.0,4.0,59.7,125.0,61.0,8.5,0,6,1,5.0,0.0,1.0,1.0,2,210,128,1,8884.800000000001,4
712,50 Helium 4G,160.0,5.64,1,8.0,1,1,2000.0,5.0,66.5,145.0,71.5,9.0,1,6,1,8.0,2.0,1.0,1.0,1,410,128,1,20731.2,8
713,45 Helium 4G,140.0,4.94,1,4.0,1,1,1850.0,4.5,63.7,135.0,67.0,9.8,1,6,1,5.0,0.0,1.0,1.0,1,225,128,1,17029.2,8
724,Zenfone Live ZB501KL,120.0,4.23,1,16.0,1,1,2650.0,5.0,68.1,141.2,71.7,8.0,1,7,1,13.0,5.0,1.0,1.0,2,210,128,0,11106.000000000002,6
726,Zenpad 3S 10 Z500KL,490.0,1.08,1,32.0,1,1,7800.0,9.7,73.2,242.3,164.2,6.8,1,7,1,8.0,5.0,1.0,1.0,2,390,128,0,33318.0,6
727,Zenfone AR ZS571KL,170.0,6.0,1,64.0,1,1,3300.0,5.7,72.6,158.7,77.7,9.0,1,7,1,23.0,8.0,1.0,1.0,2,410,128,0,59232.00000000001,6
728,Zenfone 3 Zoom ZE553KL,170.0,6.0,1,32.0,1,1,5000.0,5.5,70.2,154.3,77.0,8.0,1,7,1,0.0,13.0,1.0,1.0,2,210,128,0,40722.0,8
729,Zenfone Go ZB690KG,270.0,9.52,1,8.0,1,1,3480.0,6.9,70.3,188.0,101.4,8.9,0,7,1,5.0,2.0,1.0,1.0,2,225,128,0,8884.800000000001,6
730,Zenpad 3 8.0 Z581KL,320.0,11.29,1,32.0,1,1,4680.0,7.9,69.0,205.4,136.4,7.6,1,7,1,8.0,2.0,1.0,1.0,1,390,128,0,28875.600000000002,4
731,Zenfone Go ZB500KL,150.0,5.29,1,16.0,1,1,2600.0,5.0,67.6,143.7,70.9,11.3,1,7,1,13.0,5.0,1.0,1.0,2,390,128,1,9625.2,6
732,Zenfone 3 Max ZC553KL,175.0,6.17,1,32.0,1,1,4100.0,5.5,72.3,151.4,76.2,8.3,1,7,1,16.0,8.0,1.0,1.0,2,210,128,0,20731.2,6
733,Zenfone 3 Deluxe 5.5 ZS550KL,151.0,5.33,1,64.0,1,1,3000.0,5.5,71.8,151.5,76.7,7.8,1,7,1,16.0,8.0,1.0,1.0,2,210,128,0,32577.600000000002,6
734,Zenpad Z10 ZT500KL,490.0,1.08,1,32.0,1,1,7800.0,9.7,72.4,242.3,166.1,7.1,1,7,1,8.0,5.0,0.0,0.0,1,225,128,0,26654.4,4
737,Zenfone 3 Max ZC520TL,148.0,5.22,1,16.0,1,1,4130.0,5.2,67.7,149.5,73.7,8.6,3,7,1,13.0,5.0,1.0,1.0,2,210,128,0,17029.2,8
738,Zenfone 3 Laser ZC551KL,150.0,5.29,1,32.0,1,1,3000.0,5.5,73.6,149.0,76.0,7.9,1,7,1,13.0,8.0,1.0,1.0,2,390,128,0,19990.800000000003,8
739,Zenfone 3 ZE520KL,144.0,5.08,1,32.0,1,1,2600.0,5.2,68.6,146.9,74.0,7.7,1,7,1,16.0,8.0,1.0,1.0,2,390,128,0,26654.4,8
740,Zenfone Pegasus 3,158.4,5.57,1,16.0,1,1,4100.0,5.2,67.7,149.5,73.7,8.6,3,7,1,13.0,5.0,1.0,1.0,2,410,128,0,15548.400000000001,6
742,Zenfone 3 Ultra ZU680KL,233.0,8.22,1,32.0,1,1,4600.0,6.8,72.8,186.4,93.9,6.8,1,7,1,23.0,8.0,1.0,1.0,2,210,128,0,51828.00000000001,8
743,Zenfone 3 Deluxe ZS570KL,170.0,6.0,1,64.0,1,1,3000.0,5.7,74.0,156.4,77.4,7.5,1,7,1,23.0,8.0,1.0,1.0,2,225,128,0,51087.600000000006,8
744,Zenfone 3 ZE552KL,155.0,5.47,1,32.0,1,1,3000.0,5.5,70.6,152.6,77.4,7.7,1,7,1,16.0,8.0,1.0,1.0,2,390,128,0,33318.0,4
745,Zenfone Max ZC550KL (2016),202.0,7.13,1,32.0,1,1,5000.0,5.5,69.0,156.0,77.5,10.6,1,7,1,13.0,5.0,1.0,1.0,2,210,128,0,12586.800000000001,6
746,Zenfone Go ZB450KL,135.0,4.76,1,8.0,1,1,2070.0,4.5,61.3,136.5,66.7,11.2,1,7,1,8.0,2.0,1.0,1.0,2,210,128,1,8144.400000000001,4
747,Zenfone Go ZB452KG,125.0,4.41,1,8.0,1,1,2070.0,4.5,61.3,136.5,66.7,11.2,1,7,1,5.0,0.0,1.0,1.0,2,410,128,1,6663.6,8
748,Zenfone Go ZB551KL,160.0,5.64,1,16.0,1,1,3010.0,5.5,71.8,151.0,76.9,10.7,1,7,1,8.0,5.0,1.0,1.0,2,390,128,1,11106.000000000002,4
